"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000378490","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001217"
"Privato","8000378491","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001337"
"Privato","8000378495","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001792"
"Privato","8000378496","Aperto","In attesa approvazione","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000001057"
"Privato","8000378497","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001199"
"Privato","8000378498","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001998"
"Privato","8000378499","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001860"
"Privato","8000378501","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001563"
"Privato","8000378502","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001768"
"Privato","8000378503","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001296"
"Privato","8000378504","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001869"
"Privato","8000378508","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001754"
"Privato","8000378510","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001485"
"Privato","8000378517","Aperto","Nuovo","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001746"
"Privato","8000378519","Concluso","Chiuso","Richiesta di Rettifica di Fatturazione","Altre casistiche","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001329"
"Privato","8000378520","Aperto","In lavorazione","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001349"
"Privato","8000378525","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002055"
"Privato","8000378530","Aperto","In attesa approvazione","Reclami commerciali","Reclami su prestazioni","Risposte a reclami e/o richieste scritte","Reclamo","1","1000001890"
"Privato","8000378535","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001350"
"Privato","8000378537","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001685"
"Privato","8000378540","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","Lavori non eseguiti a regola d'arte","Reclamo","1","1000001692"
"Privato","8000378548","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001501"
"Privato","8000378549","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000002041"
"Privato","8000378553","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001972"
"Privato","8000378559","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000977"
"Privato","8000378562","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001773"
"Privato","8000378563","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Depenalizzazione","Reclamo","1","1000001774"
"Privato","8000378564","Concluso","Annullato","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001202"
"Privato","8000378565","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001916"
"Privato","8000378566","Aperto","In attesa approvazione","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001580"
"Privato","8000378567","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001753"
"Privato","8000378568","Aperto","In attesa approvazione","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001115"
"Privato","8000378572","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001529"
"Privato","8000378573","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001589"
"Privato","8000378574","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000000950"
"Privato","8000378576","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001125"
"Privato","8000378582","Concluso","Chiuso","Processo Commerciale","Variazione d'impegno","ZCAT01/Senza attribuz.","Variazione d'impegno","1","1000001746"
"Privato","8000378585","Aperto","In lavorazione","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001982"
"Privato","8000378588","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001956"
"Privato","8000378597","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001815"
"Privato","8000378599","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001525"
"Privato","8000378602","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001827"
"Privato","8000378611","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001972"
"Privato","8000378612","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001057"
"Privato","8000378613","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000000926"
"Privato","8000378615","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001410"
"Privato","8000378618","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001722"
"Privato","8000378619","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001771"
"Privato","8000378627","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000002015"
"Privato","8000378629","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002071"
"Privato","8000378630","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001166"
"Privato","8000378632","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001862"
"Privato","8000378633","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001720"
"Privato","8000378637","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001875"
"Privato","8000378641","Aperto","Necessaria operatività","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001816"
"Privato","8000378644","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001004"
"Privato","8000378650","Aperto","In lavorazione","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001251"
"Privato","8000378651","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001067"
"Privato","8000378652","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001467"
"Privato","8000378655","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002052"
"Privato","8000378657","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001840"
"Privato","8000378658","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001791"
"Privato","8000378663","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001085"
"Privato","8000378665","Aperto","Necessaria operatività","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001506"
"Privato","8000378668","Aperto","In lavorazione","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000000988"
"Privato","8000378674","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001955"
"Privato","8000378676","Aperto","In lavorazione","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001232"
"Privato","8000378683","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001739"
"Privato","8000378686","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001668"
"Privato","8000378689","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001391"
"Privato","8000378691","Aperto","Necessaria operatività","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001836"
"Privato","8000378708","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001497"
"Privato","8000378713","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001498"
"Privato","8000378719","Aperto","In attesa esecuzione lavori","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000000921"
"Privato","8000378721","Aperto","Necessaria operatività","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001268"
"Privato","8000378722","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001442"
"Privato","8000378725","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001907"
"Privato","8000378726","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001066"
"Privato","8000378730","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000000937"
"Privato","8000378733","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001174"
"Privato","8000378736","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001844"
"Privato","8000378741","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001506"
"Privato","8000378745","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000002056"
"Privato","8000378749","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001483"
"Privato","8000378751","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001689"
"Privato","8000378754","Aperto","In attesa creazione Ods","Gestione Utenza","Richiesta visura quote","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001513"
"Privato","8000378760","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001430"
"Privato","8000378761","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001933"
"Privato","8000378762","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001382"
"Privato","8000378765","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000001912"
"Privato","8000378768","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001065"
"Privato","8000378773","Aperto","In attesa intervento","Gestione Utenza","Richiesta visura quote","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001130"
"Privato","8000378774","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001583"
"Privato","8000378775","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001188"
"Privato","8000378778","Concluso","Annullato","Processo Commerciale","Voltura a titolo gratuito","ZCAT01/Senza attribuz.","Voltura gratuita","1","1000001367"
"Privato","8000378781","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001004"
"Privato","8000378782","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001253"
"Privato","8000378784","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001569"
"Privato","8000378787","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000919"
"Privato","8000378788","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001440"
"Privato","8000378793","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001338"
"Privato","8000378802","Concluso","Annullato","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001221"
